c1,c2,stim
boats,wain,boatswain
boats,wains,boatswains
panty,waist,pantywaist
shirt,waist,shirtwaist
panty,waists,pantywaists
shirt,waists,shirtwaists
dumb,waiter,dumbwaiter
head,waiter,headwaiter
head,waiters,headwaiters
dumb,waiters,dumbwaiters
gun,wale,gunwale
gun,wales,gunwales
side,walk,sidewalk
board,walk,boardwalk
cat,walk,catwalk
moon,walk,moonwalk
sky,walk,skywalk
sheep,walk,sheepwalk
rope,walk,ropewalk
cake,walk,cakewalk
cross,walk,crosswalk
floor,walker,floorwalker
sleep,walker,sleepwalker
rope,walker,ropewalker
night,walker,nightwalker
jay,walker,jaywalker
shop,walker,shopwalker
space,walker,spacewalker
street,walker,streetwalker
floor,walkers,floorwalkers
street,walkers,streetwalkers
jay,walkers,jaywalkers
sleep,walkers,sleepwalkers
sleep,walking,sleepwalking
side,walks,sidewalks
board,walks,boardwalks
cross,walks,crosswalks
cat,walks,catwalks
moon,walks,moonwalks
cake,walks,cakewalks
foot,wall,footwall
sea,wall,seawall
side,wall,sidewall
fire,wall,firewall
dry,wall,drywall
stone,walling,stonewalling
dry,walls,drywalls
fire,walls,firewalls
sea,walls,seawalls
side,walls,sidewalls
west,ward,westward
greens,ward,greensward
church,warden,churchwarden
church,wardens,churchwardens
dish,ware,dishware
flat,ware,flatware
china,ware,chinaware
cook,ware,cookware
copper,ware,copperware
iron,ware,ironware
glass,ware,glassware
kitchen,ware,kitchenware
agate,ware,agateware
firm,ware,firmware
luster,ware,lusterware
table,ware,tableware
free,ware,freeware
willow,ware,willowware
wooden,ware,woodenware
hard,ware,hardware
crackle,ware,crackleware
tin,ware,tinware
oven,ware,ovenware
dinner,ware,dinnerware
earthen,ware,earthenware
granite,ware,graniteware
group,ware,groupware
metal,ware,metalware
spy,ware,spyware
hollow,ware,hollowware
clay,ware,clayware
silver,ware,silverware
stone,ware,stoneware
share,ware,shareware
enamel,ware,enamelware
soft,ware,software
lacquer,ware,lacquerware
cook,wares,cookwares
house,warming,housewarming
worry,wart,worrywart
worry,warts,worrywarts
white,wash,whitewash
back,wash,backwash
mouth,wash,mouthwash
eye,wash,eyewash
hog,wash,hogwash
pig,wash,pigwash
black,wash,blackwash
dish,washer,dishwasher
dish,washers,dishwashers
mouth,washes,mouthwashes
white,washes,whitewashes
dish,washing,dishwashing
brain,washing,brainwashing
death,watch,deathwatch
mid,watch,midwatch
dog,watch,dogwatch
wrist,watch,wristwatch
stop,watch,stopwatch
port,watcher,portwatcher
death,watches,deathwatches
stop,watches,stopwatches
wrist,watches,wristwatches
bilge,water,bilgewater
rain,water,rainwater
melt,water,meltwater
break,water,breakwater
shear,water,shearwater
black,water,blackwater
salt,water,saltwater
high,water,highwater
white,water,whitewater
tide,water,tidewater
lime,water,limewater
sea,water,seawater
back,water,backwater
fresh,water,freshwater
dish,water,dishwater
head,water,headwater
fire,water,firewater
waste,water,wastewater
back,waters,backwaters
break,waters,breakwaters
tide,waters,tidewaters
air,wave,airwave
brain,wave,brainwave
air,waves,airwaves
brain,waves,brainwaves
ear,wax,earwax
bees,wax,beeswax
wood,waxen,woodwaxen
woad,waxen,woadwaxen
walk,way,walkway
hatch,way,hatchway
cross,way,crossway
race,way,raceway
head,way,headway
express,way,expressway
gate,way,gateway
road,way,roadway
geta,way,getaway
slip,way,slipway
companion,way,companionway
speed,way,speedway
air,way,airway
entrance,way,entranceway
spill,way,spillway
slide,way,slideway
steerage,way,steerageway
green,way,greenway
ship,way,shipway
entry,way,entryway
rail,way,railway
passage,way,passageway
rope,way,ropeway
run,way,runway
path,way,pathway
cause,way,causeway
mid,way,midway
through,way,throughway
sky,way,skyway
drive,way,driveway
high,way,highway
tram,way,tramway
arch,way,archway
lee,way,leeway
door,way,doorway
stair,way,stairway
carriage,way,carriageway
sea,way,seaway
motor,way,motorway
taxi,way,taxiway
sluice,way,sluiceway
fly,way,flyway
tide,way,tideway
water,way,waterway
free,way,freeway
gang,way,gangway
ring,way,ringway
belt,way,beltway
hall,way,hallway
fair,way,fairway
area,way,areaway
alley,way,alleyway
clear,way,clearway
park,way,parkway
sea,ways,seaways
gang,ways,gangways
carriage,ways,carriageways
clear,ways,clearways
spill,ways,spillways
speed,ways,speedways
geta,ways,getaways
race,ways,raceways
hall,ways,hallways
companion,ways,companionways
gate,ways,gateways
drive,ways,driveways
run,ways,runways
express,ways,expressways
taxi,ways,taxiways
slip,ways,slipways
high,ways,highways
fly,ways,flyways
road,ways,roadways
stair,ways,stairways
belt,ways,beltways
rail,ways,railways
motor,ways,motorways
mid,ways,midways
hatch,ways,hatchways
tram,ways,tramways
long,ways,longways
cause,ways,causeways
door,ways,doorways
entry,ways,entryways
air,ways,airways
tide,ways,tideways
path,ways,pathways
water,ways,waterways
arch,ways,archways
walk,ways,walkways
free,ways,freeways
park,ways,parkways
alley,ways,alleyways
fair,ways,fairways
passage,ways,passageways
common,weal,commonweal
common,wealth,commonwealth
active,wear,activewear
swim,wear,swimwear
hand,wear,handwear
knit,wear,knitwear
work,wear,workwear
neck,wear,neckwear
beach,wear,beachwear
evening,wear,eveningwear
lounge,wear,loungewear
sports,wear,sportswear
night,wear,nightwear
formal,wear,formalwear
foot,wear,footwear
under,wear,underwear
outer,wear,outerwear
sleep,wear,sleepwear
basket,weaver,basketweaver
hair,weaving,hairweaving
cob,web,cobweb
cob,webs,cobwebs
newly,wed,newlywed
newly,weds,newlyweds
brook,weed,brookweed
iron,weed,ironweed
fire,weed,fireweed
pickerel,weed,pickerelweed
rag,weed,ragweed
wart,weed,wartweed
clear,weed,clearweed
may,weed,mayweed
rosin,weed,rosinweed
hog,weed,hogweed
hawk,weed,hawkweed
poke,weed,pokeweed
cud,weed,cudweed
nit,weed,nitweed
pig,weed,pigweed
pond,weed,pondweed
bugle,weed,bugleweed
cancer,weed,cancerweed
tar,weed,tarweed
rich,weed,richweed
cotton,weed,cottonweed
gravel,weed,gravelweed
rock,weed,rockweed
beggar,weed,beggarweed
stick,weed,stickweed
candy,weed,candyweed
duck,weed,duckweed
catch,weed,catchweed
bind,weed,bindweed
frost,weed,frostweed
stink,weed,stinkweed
gum,weed,gumweed
silver,weed,silverweed
carpet,weed,carpetweed
sneeze,weed,sneezeweed
bitter,weed,bitterweed
crazy,weed,crazyweed
chick,weed,chickweed
pearl,weed,pearlweed
beetle,weed,beetleweed
fan,weed,fanweed
rabbit,weed,rabbitweed
chaff,weed,chaffweed
butter,weed,butterweed
silk,weed,silkweed
horse,weed,horseweed
scorpion,weed,scorpionweed
soap,weed,soapweed
thimble,weed,thimbleweed
water,weed,waterweed
camphor,weed,camphorweed
skunk,weed,skunkweed
chafe,weed,chafeweed
dye,weed,dyeweed
gulf,weed,gulfweed
match,weed,matchweed
tick,weed,tickweed
jewel,weed,jewelweed
snake,weed,snakeweed
mark,weed,markweed
sea,weed,seaweed
loco,weed,locoweed
broom,weed,broomweed
milk,weed,milkweed
pine,weed,pineweed
green,weed,greenweed
gypsy,weed,gypsyweed
tumble,weed,tumbleweed
blue,weed,blueweed
cape,weed,capeweed
vinegar,weed,vinegarweed
canker,weed,cankerweed
ague,weed,agueweed
velvet,weed,velvetweed
tumble,weeds,tumbleweeds
milk,weeds,milkweeds
loco,weeds,locoweeds
sea,weeds,seaweeds
work,week,workweek
mid,week,midweek
mid,weeks,midweeks
work,weeks,workweeks
chimneys,weep,chimneysweep
chimneys,weeper,chimneysweeper
mines,weeper,minesweeper
mines,weepers,minesweepers
mines,weeping,minesweeping
cruiser,weight,cruiserweight
bantam,weight,bantamweight
light,weight,lightweight
middle,weight,middleweight
fly,weight,flyweight
feather,weight,featherweight
penny,weight,pennyweight
paper,weight,paperweight
hundred,weight,hundredweight
over,weight,overweight
make,weight,makeweight
welter,weight,welterweight
heavy,weight,heavyweight
welter,weights,welterweights
bantam,weights,bantamweights
heavy,weights,heavyweights
penny,weights,pennyweights
paper,weights,paperweights
hundred,weights,hundredweights
make,weights,makeweights
middle,weights,middleweights
light,weights,lightweights
fly,weights,flyweights
feather,weights,featherweights
waste,weir,wasteweir
ink,well,inkwell
speed,well,speedwell
stair,well,stairwell
ink,wells,inkwells
fare,wells,farewells
stair,wells,stairwells
old,wench,oldwench
north,west,northwest
south,west,southwest
south,wester,southwester
bell,wether,bellwether
bed,wetter,bedwetter
bush,whacker,bushwhacker
bush,whackers,bushwhackers
buck,wheat,buckwheat
nose,wheel,nosewheel
cog,wheel,cogwheel
cart,wheel,cartwheel
free,wheel,freewheel
tread,wheel,treadwheel
pin,wheel,pinwheel
water,wheel,waterwheel
hand,wheel,handwheel
fly,wheel,flywheel
mill,wheel,millwheel
paddle,wheel,paddlewheel
free,wheeler,freewheeler
stern,wheeler,sternwheeler
free,wheelers,freewheelers
fly,wheels,flywheels
free,wheels,freewheels
water,wheels,waterwheels
cog,wheels,cogwheels
cart,wheels,cartwheels
pin,wheels,pinwheels
some,where,somewhere
mean,while,meanwhile
coach,whip,coachwhip
horse,whip,horsewhip
horse,whipping,horsewhipping
horse,whips,horsewhips
egg,whisk,eggwhisk
penny,whistle,pennywhistle
bob,white,bobwhite
lint,white,lintwhite
candle,wick,candlewick
cotton,wick,cottonwick
candle,wicks,candlewicks
band,width,bandwidth
band,widths,bandwidths
fish,wife,fishwife
ale,wife,alewife
pudding,wife,puddingwife
house,wife,housewife
old,wife,oldwife
mid,wife,midwife
big,wig,bigwig
ear,wig,earwig
big,wigs,bigwigs
ear,wigs,earwigs
poor,will,poorwill
good,will,goodwill
pigs,will,pigswill
cross,wind,crosswind
head,wind,headwind
whirl,wind,whirlwind
tail,wind,tailwind
wood,wind,woodwind
side,winder,sidewinder
side,winders,sidewinders
shop,window,shopwindow
cross,winds,crosswinds
whirl,winds,whirlwinds
head,winds,headwinds
tail,winds,tailwinds
wood,winds,woodwinds
bat,wing,batwing
wax,wing,waxwing
angle,wing,anglewing
bite,wing,bitewing
lace,wing,lacewing
red,wing,redwing
downs,wing,downswing
under,wing,underwing
lap,wing,lapwing
green,wing,greenwing
blue,wing,bluewing
wax,wings,waxwings
gay,wings,gaywings
downs,wings,downswings
lap,wings,lapwings
lace,wings,lacewings
bread,winner,breadwinner
bread,winners,breadwinners
mid,winter,midwinter
sides,wipe,sideswipe
sides,wipes,sideswipes
hay,wire,haywire
barb,wire,barbwire
dim,wit,dimwit
nit,wit,nitwit
where,withal,wherewithal
eye,witness,eyewitness
eye,witnesses,eyewitnesses
dim,wits,dimwits
nit,wits,nitwits
fish,wives,fishwives
house,wives,housewives
ale,wives,alewives
mid,wives,midwives
were,wolf,werewolf
were,wolves,werewolves
bond,woman,bondwoman
congress,woman,congresswoman
spokes,woman,spokeswoman
frontiers,woman,frontierswoman
states,woman,stateswoman
jury,woman,jurywoman
oars,woman,oarswoman
clans,woman,clanswoman
business,woman,businesswoman
counter,woman,counterwoman
air,woman,airwoman
beggar,woman,beggarwoman
news,woman,newswoman
free,woman,freewoman
outdoors,woman,outdoorswoman
bonds,woman,bondswoman
committee,woman,committeewoman
kins,woman,kinswoman
chair,woman,chairwoman
council,woman,councilwoman
freed,woman,freedwoman
sales,woman,saleswoman
country,woman,countrywoman
sports,woman,sportswoman
mad,woman,madwoman
washer,woman,washerwoman
newspaper,woman,newspaperwoman
select,woman,selectwoman
yachts,woman,yachtswoman
laundry,woman,laundrywoman
char,woman,charwoman
gentle,woman,gentlewoman
noble,woman,noblewoman
horse,woman,horsewoman
vestry,woman,vestrywoman
assembly,woman,assemblywoman
wash,woman,washwoman
police,woman,policewoman
needle,woman,needlewoman
police,women,policewomen
states,women,stateswomen
washer,women,washerwomen
oars,women,oarswomen
horse,women,horsewomen
laundry,women,laundrywomen
yachts,women,yachtswomen
air,women,airwomen
sales,women,saleswomen
congress,women,congresswomen
chair,women,chairwomen
noble,women,noblewomen
newspaper,women,newspaperwomen
gentle,women,gentlewomen
char,women,charwomen
mad,women,madwomen
spokes,women,spokeswomen
sports,women,sportswomen
needle,women,needlewomen
news,women,newswomen
assembly,women,assemblywomen
business,women,businesswomen
council,women,councilwomen
clans,women,clanswomen
kins,women,kinswomen
country,women,countrywomen
committee,women,committeewomen
bond,women,bondwomen
jury,women,jurywomen
king,wood,kingwood
match,wood,matchwood
cotton,wood,cottonwood
coral,wood,coralwood
brush,wood,brushwood
teak,wood,teakwood
pecker,wood,peckerwood
apple,wood,applewood
cork,wood,corkwood
musk,wood,muskwood
yellow,wood,yellowwood
rabbit,wood,rabbitwood
leather,wood,leatherwood
beef,wood,beefwood
dye,wood,dyewood
lace,wood,lacewood
silk,wood,silkwood
briar,wood,briarwood
log,wood,logwood
black,wood,blackwood
snake,wood,snakewood
beech,wood,beechwood
bitter,wood,bitterwood
light,wood,lightwood
box,wood,boxwood
cedar,wood,cedarwood
pulp,wood,pulpwood
rose,wood,rosewood
dog,wood,dogwood
soft,wood,softwood
cam,wood,camwood
tulip,wood,tulipwood
iron,wood,ironwood
hard,wood,hardwood
orange,wood,orangewood
zebra,wood,zebrawood
dead,wood,deadwood
drift,wood,driftwood
elm,wood,elmwood
grease,wood,greasewood
elk,wood,elkwood
citron,wood,citronwood
cord,wood,cordwood
sap,wood,sapwood
peach,wood,peachwood
green,wood,greenwood
naked,wood,nakedwood
red,wood,redwood
ribbon,wood,ribbonwood
prince,wood,princewood
bass,wood,basswood
pepper,wood,pepperwood
gum,wood,gumwood
twist,wood,twistwood
laurel,wood,laurelwood
needle,wood,needlewood
southern,wood,southernwood
brazil,wood,brazilwood
possum,wood,possumwood
under,wood,underwood
moose,wood,moosewood
ply,wood,plywood
marble,wood,marblewood
bear,wood,bearwood
lance,wood,lancewood
worm,wood,wormwood
satin,wood,satinwood
sour,wood,sourwood
fruit,wood,fruitwood
hazel,wood,hazelwood
button,wood,buttonwood
devil,wood,devilwood
candle,wood,candlewood
bent,wood,bentwood
white,wood,whitewood
touch,wood,touchwood
fire,wood,firewood
tar,wood,tarwood
gopher,wood,gopherwood
trumpet,wood,trumpetwood
brier,wood,brierwood
heart,wood,heartwood
lemon,wood,lemonwood
sandal,wood,sandalwood
soft,woods,softwoods
dog,woods,dogwoods
button,woods,buttonwoods
red,woods,redwoods
rose,woods,rosewoods
iron,woods,ironwoods
hard,woods,hardwoods
bass,woods,basswoods
cotton,woods,cottonwoods
back,woods,backwoods
satin,woods,satinwoods
back,woodsman,backwoodsman
back,woodsmen,backwoodsmen
long,wool,longwool
loan,word,loanword
swear,word,swearword
head,word,headword
buzz,word,buzzword
backs,word,backsword
cross,word,crossword
watch,word,watchword
guide,word,guideword
catch,word,catchword
pass,word,password
silvers,word,silversword
broads,word,broadsword
pass,words,passwords
swear,words,swearwords
catch,words,catchwords
broads,words,broadswords
watch,words,watchwords
buzz,words,buzzwords
head,words,headwords
loan,words,loanwords
cross,words,crosswords
course,work,coursework
wheel,work,wheelwork
fancy,work,fancywork
school,work,schoolwork
shit,work,shitwork
case,work,casework
ground,work,groundwork
busy,work,busywork
lace,work,lacework
clock,work,clockwork
crewel,work,crewelwork
brick,work,brickwork
class,work,classwork
house,work,housework
lattice,work,latticework
paper,work,paperwork
art,work,artwork
body,work,bodywork
grill,work,grillwork
cabinet,work,cabinetwork
field,work,fieldwork
glass,work,glasswork
drawn,work,drawnwork
iron,work,ironwork
team,work,teamwork
stone,work,stonework
life,work,lifework
wax,work,waxwork
bead,work,beadwork
fire,work,firework
earth,work,earthwork
guess,work,guesswork
donkey,work,donkeywork
fret,work,fretwork
pipe,work,pipework
silver,work,silverwork
night,work,nightwork
crown,work,crownwork
needle,work,needlework
breast,work,breastwork
plaster,work,plasterwork
wicker,work,wickerwork
mill,work,millwork
patch,work,patchwork
spade,work,spadework
over,work,overwork
home,work,homework
frame,work,framework
mesh,work,meshwork
net,work,network
hand,work,handwork
brush,work,brushwork
bridge,work,bridgework
wire,work,wirework
metal,work,metalwork
hack,work,hackwork
wood,work,woodwork
piece,work,piecework
leather,work,leatherwork
trestle,work,trestlework
time,work,timework
foot,work,footwork
flat,work,flatwork
knit,work,knitwork
cut,work,cutwork
